Wall time,Step,Value
1745064105.211541,172,40.529998779296875
1745064173.4691608,244,43.95000076293945
1745064187.7300823,259,42.369998931884766
1745064325.0848577,402,50.0
1745064386.7996953,465,47.189998626708984
1745064430.6102197,510,51.119998931884766
1745064457.7066584,538,47.529998779296875
1745064475.362869,556,43.56999969482422
1745064514.800507,596,50.08000183105469
1745064575.6125665,658,48.79999923706055
1745064679.3497474,764,54.65999984741211
1745064718.5953846,804,50.0099983215332
1745064778.7028027,866,51.9900016784668
1745064923.6074784,1015,57.400001525878906
1745064934.3629444,1026,51.720001220703125
1745064945.1450686,1037,49.4900016784668
1745065030.628661,1125,50.529998779296875
1745065037.302909,1132,51.41999816894531
1745065068.4094303,1164,54.08000183105469
1745065087.794488,1184,49.47999954223633
1745065153.7030532,1252,55.52000045776367
1745065172.2772791,1271,58.20000076293945
1745065315.3489103,1417,51.18000030517578
1745065355.623832,1458,57.119998931884766
1745065390.9939697,1494,53.97999954223633
1745065406.694547,1510,55.970001220703125
1745065409.6071544,1513,52.66999816894531
1745065443.9646008,1548,56.70000076293945
1745065460.7334354,1565,54.130001068115234
1745065563.672857,1670,51.099998474121094
1745065829.4872742,1940,58.63999938964844
1745065849.336842,1960,54.689998626708984
1745066353.7196293,2436,54.79999923706055
1745066358.5817153,2441,54.90999984741211
1745066379.3569646,2462,57.27000045776367
1745066419.8083706,2503,55.5099983215332
1745066492.8977532,2577,54.720001220703125
1745066557.8462627,2643,58.09000015258789
1745066598.4422069,2684,60.02000045776367
1745066607.288455,2693,61.2599983215332
1745066622.0798984,2708,55.66999816894531
1745066630.8907003,2717,62.45000076293945
1745066681.2110972,2768,55.880001068115234
1745066698.2866933,2785,59.04999923706055
1745066884.0237236,2973,58.06999969482422
1745066993.2410858,3083,55.70000076293945
1745067013.8339677,3104,62.13999938964844
1745067014.7980683,3105,60.58000183105469
1745067054.4868248,3145,65.7699966430664
1745067126.11952,3217,65.79000091552734
1745067152.553161,3241,66.9000015258789
1745067178.6500826,3265,56.7599983215332
1745067276.999631,3356,65.11000061035156
1745067328.8806205,3404,64.48999786376953
1745067431.524738,3500,63.290000915527344
1745067459.2946153,3526,66.91000366210938
1745067502.3992653,3566,65.31999969482422
1745067539.080007,3600,58.349998474121094
1745067556.179254,3616,63.41999816894531
1745067597.1408842,3654,62.22999954223633
1745067612.1080935,3668,67.80000305175781
1745067615.357668,3671,62.93000030517578
1745067659.4342449,3712,68.55999755859375
1745067734.9121664,3782,73.8499984741211
1745067805.722901,3848,67.04000091552734
1745067877.4388723,3915,59.619998931884766
1745067992.7032845,4023,80.94999694824219
1745068084.993252,4109,65.38999938964844
1745068097.8047624,4121,70.86000061035156
1745068189.8876655,4181,63.43000030517578
1745068201.597489,4192,62.4900016784668
1745068239.001662,4227,63.279998779296875
1745068337.269039,4318,62.38999938964844
1745068348.109355,4328,69.1500015258789
1745068575.17206,4539,79.22000122070312
1745068602.0051563,4564,68.4800033569336
1745068692.7002428,4649,78.0
1745068736.345547,4690,65.69999694824219
1745068886.728226,4832,81.30000305175781
1745068890.9128191,4836,63.0099983215332
1745068939.7839155,4882,72.47000122070312
1745069159.5697064,5090,77.81999969482422
1745069203.9619021,5132,73.45999908447266
1745069208.1378503,5136,70.29000091552734
1745069262.1440148,5187,70.79000091552734
1745069275.8100054,5200,61.31999969482422
1745069302.0937438,5225,73.0999984741211
1745069340.9540098,5262,92.61000061035156
1745069375.724926,5295,63.779998779296875
1745069446.3568637,5362,71.43000030517578
1745069489.3350172,5403,72.0199966430664
1745069542.7251146,5454,63.7400016784668
1745069765.9649847,5667,69.13999938964844
1745069939.7473474,5832,67.5999984741211
1745069975.5159998,5866,71.8499984741211
1745069989.2048748,5879,71.01000213623047
1745070070.3302188,5956,67.81999969482422
1745070096.7443125,5981,76.44000244140625
1745070113.8229861,5997,70.9800033569336
1745070173.4361863,6053,77.36000061035156
1745070234.5556228,6111,76.08999633789062
1745070263.0231006,6138,65.19000244140625
1745070267.1847928,6142,69.83999633789062
1745070354.513163,6225,70.86000061035156
1745070440.0101936,6279,71.19000244140625
1745070496.027732,6332,71.4800033569336
1745070498.1146836,6334,79.75
1745070523.4273257,6358,68.86000061035156
1745070524.4701645,6359,72.13999938964844
1745070535.0343995,6369,74.3499984741211
1745070726.9150121,6551,74.43000030517578
1745070745.8204815,6569,79.58000183105469
1745070762.7335424,6585,76.91000366210938
1745070768.0714886,6590,72.5999984741211
1745070777.5141156,6599,85.98999786376953
1745070915.5650582,6730,72.93000030517578
1745070936.6702735,6750,67.12000274658203
1745070991.209184,6802,62.25
1745071038.6226006,6850,72.11000061035156
1745071105.6733918,6919,80.01000213623047
1745071175.2979302,6991,83.29000091552734
1745071180.1748471,6996,77.3499984741211
1745071236.474654,7054,67.45999908447266
1745071383.9783936,7207,68.05000305175781
1745071428.4528868,7253,78.36000061035156
1745071605.2088912,7436,68.45999908447266
1745071632.178578,7464,79.30000305175781
1745071636.0157173,7468,87.30999755859375
1745071708.5593932,7543,61.84000015258789
1745071767.623824,7604,90.05000305175781
1745071806.0147338,7644,67.68000030517578
1745071886.5772214,7727,81.83000183105469
1745071889.4834645,7730,85.37999725341797
1745071914.4154923,7756,69.61000061035156
1745071951.266403,7794,68.0199966430664
1745071977.5331738,7821,78.55000305175781
1745072010.6770816,7855,83.30999755859375
1745072137.6454968,7986,78.86000061035156
1745072269.3752298,8122,76.47000122070312
1745072431.534795,8291,81.88999938964844
1745072701.8348742,8548,71.5199966430664
1745072707.5257363,8554,71.02999877929688
1745072769.257857,8618,78.0199966430664
1745072808.9770846,8659,71.51000213623047
1745072842.7755148,8694,73.19000244140625
1745072871.7190833,8724,67.9800033569336
1745072898.8959608,8752,77.18000030517578
1745072922.0968037,8776,89.69000244140625
1745072924.026784,8778,71.58999633789062
1745072967.3116715,8823,73.5199966430664
1745072976.870731,8833,72.94000244140625
1745073012.559058,8870,71.47000122070312
1745073019.2049694,8877,81.70999908447266
1745073194.528763,9058,82.11000061035156
1745073255.174024,9121,80.41000366210938
1745073284.8232417,9152,87.08000183105469
1745073381.3662672,9252,79.0999984741211
1745073419.101433,9291,67.4800033569336
1745073453.8524592,9327,79.70999908447266
1745073484.6618123,9359,77.56999969482422
1745073658.5708456,9538,76.0
1745073667.3570237,9547,73.76000213623047
